Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_severity,Experiment,Group,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study
SRR19173179,RNA-Seq,300,7384520100,PRJNA837285,SAMN28196107,3011480993,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",severe_and_icu,SRX15238784,acute,Illumina HiSeq 4000,GSM6133496,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:54:00Z,1,GSM6133496,PBMC,SRP374816
SRR19173180,RNA-Seq,300,5937486000,PRJNA837285,SAMN28196108,2483831265,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",severe_and_icu,SRX15238783,acute,Illumina HiSeq 4000,GSM6133495,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133495,PBMC,SRP374816
SRR19173181,RNA-Seq,300,4738538400,PRJNA837285,SAMN28196109,1963264174,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",severe,SRX15238782,acute,Illumina HiSeq 4000,GSM6133494,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:45:00Z,1,GSM6133494,PBMC,SRP374816
SRR19173182,RNA-Seq,300,5076567900,PRJNA837285,SAMN28196110,2151022750,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",severe,SRX15238781,acute,Illumina HiSeq 4000,GSM6133493,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133493,PBMC,SRP374816
SRR19173183,RNA-Seq,300,5926582500,PRJNA837285,SAMN28196111,2426283000,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",severe_and_icu,SRX15238780,acute,Illumina HiSeq 4000,GSM6133492,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:47:00Z,1,GSM6133492,PBMC,SRP374816
SRR19173184,RNA-Seq,300,4316432400,PRJNA837285,SAMN28196112,1843837224,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",severe_and_icu,SRX15238779,acute,Illumina HiSeq 4000,GSM6133491,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:49:00Z,1,GSM6133491,PBMC,SRP374816
SRR19173185,RNA-Seq,300,5833792800,PRJNA837285,SAMN28196113,2379415122,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",severe_and_icu,SRX15238778,acute,Illumina HiSeq 4000,GSM6133490,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:56:00Z,1,GSM6133490,PBMC,SRP374816
SRR19173186,RNA-Seq,300,5320242300,PRJNA837285,SAMN28196114,2175381276,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",severe_and_icu,SRX15238777,acute,Illumina HiSeq 4000,GSM6133489,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133489,PBMC,SRP374816
SRR19173187,RNA-Seq,300,3926607900,PRJNA837285,SAMN28196075,1679523043,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",severe,SRX15238776,convalescent,Illumina HiSeq 4000,GSM6133528,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:48:00Z,1,GSM6133528,PBMC,SRP374816
SRR19173188,RNA-Seq,300,4945073100,PRJNA837285,SAMN28196076,2107800298,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",severe,SRX15238775,convalescent,Illumina HiSeq 4000,GSM6133527,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:48:00Z,1,GSM6133527,PBMC,SRP374816
SRR19173189,RNA-Seq,300,4100274000,PRJNA837285,SAMN28196077,1736423221,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",severe_and_icu,SRX15238774,convalescent,Illumina HiSeq 4000,GSM6133526,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:43:00Z,1,GSM6133526,PBMC,SRP374816
SRR19173190,RNA-Seq,300,4194192900,PRJNA837285,SAMN28196078,1775381766,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",moderate,SRX15238773,convalescent,Illumina HiSeq 4000,GSM6133525,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:46:00Z,1,GSM6133525,PBMC,SRP374816
SRR19173191,RNA-Seq,300,4975890900,PRJNA837285,SAMN28196079,2099900807,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",severe_and_icu,SRX15238772,convalescent,Illumina HiSeq 4000,GSM6133524,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133524,PBMC,SRP374816
SRR19173192,RNA-Seq,300,6029440800,PRJNA837285,SAMN28196080,2476754752,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",mild,SRX15238771,acute,Illumina HiSeq 4000,GSM6133523,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:48:00Z,1,GSM6133523,PBMC,SRP374816
SRR19173193,RNA-Seq,300,5957486700,PRJNA837285,SAMN28196081,2447808026,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",severe_and_icu,SRX15238770,acute,Illumina HiSeq 4000,GSM6133522,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:52:00Z,1,GSM6133522,PBMC,SRP374816
SRR19173194,RNA-Seq,300,6855000000,PRJNA837285,SAMN28196082,2796093793,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",moderate,SRX15238769,acute,Illumina HiSeq 4000,GSM6133521,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133521,PBMC,SRP374816
SRR19173195,RNA-Seq,300,7882803000,PRJNA837285,SAMN28196099,3209312541,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",healthy,SRX15238768,healthy,Illumina HiSeq 4000,GSM6133504,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:58:00Z,1,GSM6133504,PBMC,SRP374816
SRR19173196,RNA-Seq,300,7889890800,PRJNA837285,SAMN28196100,3232403608,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",healthy,SRX15238767,healthy,Illumina HiSeq 4000,GSM6133503,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T20:04:00Z,1,GSM6133503,PBMC,SRP374816
SRR19173197,RNA-Seq,300,7045410000,PRJNA837285,SAMN28196101,2963821867,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",healthy,SRX15238766,healthy,Illumina HiSeq 4000,GSM6133502,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:56:00Z,1,GSM6133502,PBMC,SRP374816
SRR19173198,RNA-Seq,300,5708928600,PRJNA837285,SAMN28196102,2409563458,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",healthy,SRX15238765,healthy,Illumina HiSeq 4000,GSM6133501,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:53:00Z,1,GSM6133501,PBMC,SRP374816
SRR19173199,RNA-Seq,300,4385367300,PRJNA837285,SAMN28196103,1856249426,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",healthy,SRX15238764,healthy,Illumina HiSeq 4000,GSM6133500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133500,PBMC,SRP374816
SRR19173200,RNA-Seq,300,6851833500,PRJNA837285,SAMN28196104,2792188089,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",healthy,SRX15238763,healthy,Illumina HiSeq 4000,GSM6133499,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:57:00Z,1,GSM6133499,PBMC,SRP374816
SRR19173201,RNA-Seq,300,4904541300,PRJNA837285,SAMN28196105,2083509851,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",healthy,SRX15238762,healthy,Illumina HiSeq 4000,GSM6133498,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133498,PBMC,SRP374816
SRR19173202,RNA-Seq,300,4663843200,PRJNA837285,SAMN28196106,1985293170,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",healthy,SRX15238761,healthy,Illumina HiSeq 4000,GSM6133497,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:49:00Z,1,GSM6133497,PBMC,SRP374816
SRR19173203,RNA-Seq,300,6243450300,PRJNA837285,SAMN28196059,2553504749,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",severe,SRX15238760,convalescent,Illumina HiSeq 4000,GSM6133544,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:53:00Z,1,GSM6133544,PBMC,SRP374816
SRR19173204,RNA-Seq,300,5837695800,PRJNA837285,SAMN28196060,2367908825,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",severe_and_icu,SRX15238759,convalescent,Illumina HiSeq 4000,GSM6133543,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:48:00Z,1,GSM6133543,PBMC,SRP374816
SRR19173205,RNA-Seq,300,5133588300,PRJNA837285,SAMN28196061,2102945715,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",severe,SRX15238758,convalescent,Illumina HiSeq 4000,GSM6133542,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133542,PBMC,SRP374816
SRR19173206,RNA-Seq,300,4923390300,PRJNA837285,SAMN28196062,2019484532,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",severe,SRX15238757,convalescent,Illumina HiSeq 4000,GSM6133541,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:52:00Z,1,GSM6133541,PBMC,SRP374816
SRR19173207,RNA-Seq,300,4870027800,PRJNA837285,SAMN28196063,2009536163,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",severe_and_icu,SRX15238756,convalescent,Illumina HiSeq 4000,GSM6133540,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133540,PBMC,SRP374816
SRR19173208,RNA-Seq,300,5823449100,PRJNA837285,SAMN28196064,2390170870,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",severe_and_icu,SRX15238755,convalescent,Illumina HiSeq 4000,GSM6133539,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133539,PBMC,SRP374816
SRR19173209,RNA-Seq,300,6332941500,PRJNA837285,SAMN28196065,2586911976,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",mild,SRX15238754,convalescent,Illumina HiSeq 4000,GSM6133538,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T20:14:00Z,1,GSM6133538,PBMC,SRP374816
SRR19173210,RNA-Seq,300,5795219700,PRJNA837285,SAMN28196066,2379275201,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",moderate,SRX15238753,convalescent,Illumina HiSeq 4000,GSM6133537,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133537,PBMC,SRP374816
SRR19173211,RNA-Seq,300,6101201700,PRJNA837285,SAMN28196067,2506422284,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",severe_and_icu,SRX15238752,convalescent,Illumina HiSeq 4000,GSM6133536,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:55:00Z,1,GSM6133536,PBMC,SRP374816
SRR19173212,RNA-Seq,300,4454717400,PRJNA837285,SAMN28196068,1825041142,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",severe_and_icu,SRX15238751,convalescent,Illumina HiSeq 4000,GSM6133535,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:48:00Z,1,GSM6133535,PBMC,SRP374816
SRR19173213,RNA-Seq,300,5819917800,PRJNA837285,SAMN28196069,2446259245,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",mild,SRX15238750,convalescent,Illumina HiSeq 4000,GSM6133534,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:50:00Z,1,GSM6133534,PBMC,SRP374816
SRR19173214,RNA-Seq,300,5128775100,PRJNA837285,SAMN28196070,2110287761,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",severe_and_icu,SRX15238749,convalescent,Illumina HiSeq 4000,GSM6133533,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133533,PBMC,SRP374816
SRR19173215,RNA-Seq,300,5135450400,PRJNA837285,SAMN28196071,2159966532,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",severe_and_icu,SRX15238748,convalescent,Illumina HiSeq 4000,GSM6133532,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:52:00Z,1,GSM6133532,PBMC,SRP374816
SRR19173216,RNA-Seq,300,5084526000,PRJNA837285,SAMN28196072,2085852390,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",severe,SRX15238747,convalescent,Illumina HiSeq 4000,GSM6133531,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:51:00Z,1,GSM6133531,PBMC,SRP374816
SRR19173217,RNA-Seq,300,6366099300,PRJNA837285,SAMN28196073,2688157724,SINGAPORE IMMUNOLOGY NETWORK (SIGN),public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",severe,SRX15238746,convalescent,Illumina HiSeq 4000,GSM6133530,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-04-10T00:00:00Z,2022-05-11T19:55:00Z,1,GSM6133530,PBMC,SRP374816
